,PDF Links,Autores,Publicação Mãe,Link,Título do Artigo
0,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppp/220728_218669_ppp61_inicio.pdf,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,NOTA DOS EDITORES
1,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppp/220728_218669_ppp61_art01.pdf,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,UMA ANÁLISE DA REPROVAÇÃO E DA EVASÃO NO ENSINO MÉDIO CATARINENSE USANDO MICRODADOS ADMINISTRATIVOS
2,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppp/220728_218669_ppp61_art02.pdf,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,ENTRE AS NECESSIDADES DE SAÚDE E A FORMAÇÃO DA AGENDA GOVERNAMENTAL: UMA ANÁLISE PROCEDIMENTAL DAS TESSITURAS DE UM ESPAÇO
3,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppp/220728_218669_ppp61_art03.pdf,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,O ACORDO DE PARIS E AS EMISSÕES DE GASES: IMPACTOS SOBRE A PRODUÇÃO DE SUÍNOS NO BRASIL
4,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppp/220728_218669_ppp61_art04.pdf,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,DESENVOLVIMENTO E CRIMINALIDADE: UMA ANÁLISE DA RELAÇÃO ENTRE O SALÁRIO DOS POLICIAIS E A TAXA DE HOMICÍDIOS NOS ESTADOS DO BRASIL
5,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppp/220728_218669_ppp61_art05.pdf,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,O GASTO ORÇAMENTÁRIO E O DESEMPENHO ESCOLAR DOS MUNICÍPIOS PAULISTAS: RELAÇÕES ENTRE O ELEMENTO DE DESPESA – OBJETO DO GASTO ORÇAMENTÁRIO – E O IDEB DO ENSINO FUNDAMENTAL DE 2008 A 2017
6,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppp/220728_218669_ppp61_art06.pdf,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,"SEXO, OCUPAÇÃO E A PREVALÊNCIA DE SINTOMAS DEPRESSIVOS NA POPULAÇÃO BRASILEIRA: UM ESTUDO COM BASE NA PESQUISA NACIONAL DE SAÚDE (2013)"
7,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppp/220728_218669_ppp61_art07.pdf,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,TRABALHO ANÁLOGO AO DE ESCRAVO: DISPUTA DO CONCEITO E POLÍTICAS PÚBLICAS DE ENFRENTAMENTO NO BRASIL
8,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppp/220728_218669_ppp61_art08.pdf,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,O PAPEL DO BRASIL NO COMÉRCIO INTERNACIONAL DE ÁGUA VIRTUAL: UMA ANÁLISE DE INSUMO-PRODUTO
9,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppp/220728_218669_ppp61_art09.pdf,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,DEPENDÊNCIA ECONÔMICA E VIOLÊNCIA DOMÉSTICA CONJUGAL NO BRASIL
10,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppp/220728_218669_ppp61_art10.pdf,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,UMA ANÁLISE DOS RESULTADOS EDUCACIONAIS DOS MUNICÍPIOS BRASILEIROSA
11,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=1226&Itemid=68,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,QUEM SOMOS
12,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=177:quem-e-quem&catid=120:presidencia&Itemid=68,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,QUEM É QUEM
13,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=1246&Itemid=68,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,BIBLIOTECA
14,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=1266&Itemid=68,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,LIVRARIA
15,https://portalantigo.ipea.gov.br/portal/index.php?option=com_alphacontent&view=alphacontent&Itemid=357,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,PUBLICAÇÕES
16,https://portalantigo.ipea.gov.br/portal/index.php?option=com_alphacontent&view=alphacontent&Itemid=66,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,AGENDA DE AUTORIDADES
17,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=section&layout=blog&id=77&Itemid=443,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,AGENDA DE EVENTOS
18,https://portalantigo.ipea.gov.br/portal/../etica/,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,COMISSÃO DE ÉTICA
19,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=112&catid=120&Itemid=2,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,GABINETE
20,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=14087&catid=154&Itemid=70,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,ASTEC
21,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=152&catid=118&Itemid=4,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,DINTE
22,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=149&catid=119&Itemid=7,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,DIRUR
23,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=23255&Itemid=5,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,BOLSAS
24,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=37483,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,CARGOS EM COMISSÃO
25,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=23256&Itemid=5,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,CONSULTORIAS
26,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=23257&Itemid=5,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,APOIO A EVENTOS
27,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=1563&Itemid=5,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,ESTÁGIO
28,http://www.mestradoprofissional.gov.br,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,MESTRADO PROFISSIONAL
29,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=29504&Itemid=5,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,CONTRATAÇÕES EM ANDAMENTO
30,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=30740&Itemid=5,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,CREDENCIAMENTOS
31,https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf,,Publicações - PPP - número 61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39466&Itemid=7,POLÍTICA DE PRIVACIDADE
32,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/215631_rtm_28_sumario.pdf,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,SUMÁRIO
33,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/217044_rtm_28_cartadoeditor.pdf,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,CARTA DO EDITOR
34,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/217044_rtm_28_apresentacao.pdf,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,APRESENTAÇÃO
35,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/218569_rtm_28_introducao.pdf,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,INTRODUÇÃO
36,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/218569_rtm_28_artigo_1.pdf,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,DA CIÊNCIA E TECNOLOGIA À DIPLOMACIA DA INOVAÇÃO: SEU FUTURO E A RELAÇÃO COM A SEGURANÇA INTERNACIONAL
37,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/218569_rtm_28_artigo_2.pdf,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,"A VINGANÇA DE PROMETEU: CIÊNCIA, TECNOLOGIA,INOVAÇÃO E A RECONFIGURAÇÃO DO PODER INTERNACIONAL NO SÉCULO XXI"
38,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/218569_rtm_28_artigo_3.pdf,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,"A HETEROGENEIDADE É A REGRA, NÃO A EXCEÇÃO? UMA PROPOSTA DE TIPOLOGIA PARA OS SISTEMAS NACIONAIS DE INOVAÇÃO"
39,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/218569_rtm_28_artigo_4.pdf,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,COOPERANDO EM CONTEXTOS ASSIMÉTRICOS: UMA ABORDAGEM INTERDISCIPLINAR ÀS NEGOCIAÇÕES EM CT&I ENVOLVENDO PAÍSES EM DESENVOLVIMENTO
40,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/218569_rtm_28_artigo_5.pdf,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,"MUDANÇAS GLOBAIS NA FORMA DE PRODUÇÃO, DISTRIBUIÇÃO E LEGITIMAÇÃO DO CONHECIMENTO CIENTÍFICO: CONSEQUÊNCIAS PARA O BRASIL"
41,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/218569_rtm_28_artigo_6.pdf,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,"DIPLOMACIA, DÍVIDA E MUDANÇA: A ARQUITETURA INTERNACIONAL DA DÍVIDA APÓS A PANDEMIA DE COVID-19"
42,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/218569_rtm_28_artigo_7.pdf,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,EXPERIÊNCIAS RECENTES DA UNIÃO EUROPEIA E DOS ESTADOS UNIDOS EM BIOECONOMIA E OPORTUNIDADES PARA O BRASIL
43,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/218569_rtm_28_artigo_8.pdf,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,"PROMOVENDO CONEXÕES COLABORATIVAS BOTTOM-UP EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO: O CASO DA COOPERAÇÃO BRASIL-AUSTRÁLIA"
44,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/218569_rtm_28_artigo_9.pdf,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,OS EFEITOS DOS PROGRAMAS DE INTERCÂMBIO NA EDUCAÇÃO SUPERIOR NA PERCEPÇÃO DAS ELITES SOBRE O BRASIL
45,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/218569_rtm_28_artigo_10.pdf,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,O SISTEMA ALEMÃO DE QUALIFICAÇÃO PROFISSIONAL:COMPLEMENTARIDADES INSTITUCIONAIS E DESAFIOS CONTEMPORÂNEOS
46,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/218569_rtm_28_artigo_11.pdf,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,POLÍTICAS INDUSTRIAIS NA CHINA NOS ÚLTIMOS TRINTA ANOS
47,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/218569_rtm_28_artigo_12.pdf,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,SOBERANIA E CONTROLE DO ESPAÇO AÉREO:UMA VISÃO BRASILEIRA
48,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/215631_rtm_28_final.pdf,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,PARTE FINAL DA REVISTA TEMPO DO MUNDO Nº 28
49,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=1226&Itemid=68,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,QUEM SOMOS
50,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=177:quem-e-quem&catid=120:presidencia&Itemid=68,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,QUEM É QUEM
51,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=1246&Itemid=68,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,BIBLIOTECA
52,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=1266&Itemid=68,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,LIVRARIA
53,https://portalantigo.ipea.gov.br/portal/index.php?option=com_alphacontent&view=alphacontent&Itemid=357,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,PUBLICAÇÕES
54,https://portalantigo.ipea.gov.br/portal/index.php?option=com_alphacontent&view=alphacontent&Itemid=66,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,AGENDA DE AUTORIDADES
55,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=section&layout=blog&id=77&Itemid=443,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,AGENDA DE EVENTOS
56,https://portalantigo.ipea.gov.br/portal/../etica/,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,COMISSÃO DE ÉTICA
57,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=112&catid=120&Itemid=2,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,GABINETE
58,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=14087&catid=154&Itemid=70,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,ASTEC
59,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=152&catid=118&Itemid=4,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,DINTE
60,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=149&catid=119&Itemid=7,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,DIRUR
61,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=23255&Itemid=5,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,BOLSAS
62,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=37483,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,CARGOS EM COMISSÃO
63,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=23256&Itemid=5,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,CONSULTORIAS
64,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=23257&Itemid=5,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,APOIO A EVENTOS
65,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=1563&Itemid=5,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,ESTÁGIO
66,http://www.mestradoprofissional.gov.br,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,MESTRADO PROFISSIONAL
67,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=29504&Itemid=5,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,CONTRATAÇÕES EM ANDAMENTO
68,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=30740&Itemid=5,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,CREDENCIAMENTOS
69,https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf,,"Tempo do Mundo, Número 28 - Abril 2022",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39439&Itemid=4,POLÍTICA DE PRIVACIDADE
70,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/220418_radar_69_web.pdf,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,"ACESSE O PDF (1,2 KB)"
71,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/220418_radar_69_miolo_apresentacao.pdf,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,APRESENTAÇÃO
72,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/220418_radar_69_miolo_art01.pdf,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,SUBVENÇÃO ECONÔMICA: ESTATÍSTICAS DOS PERÍODOS RECENTES
73,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/220418_radar_69_miolo_art02.pdf,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,QUO VADIS? AS TRAJETÓRIAS PROFISSIONAIS DE REGULADORES BRASILEIROS
74,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/220418_radar_69_miolo_art03.pdf,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,O PAPEL DA INFRAESTRUTURA EM MODELOS DE CRESCIMENTO MACROECONÔMICO: AVALIAÇÃO DE IMPACTO A PARTIR DE METARREGRESSÃO
75,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/220418_radar_69_miolo_art04.pdf,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,CARACTERIZAÇÃO DOS SETORES DE GÁS E SANEAMENTO: PROBLEMAS E DESAFIOS PARA O COMPARTILHAMENTO DE INFRAESTRUTURA NO BRASIL
76,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/220418_radar_69_miolo_art05.pdf,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,"TRANSPORTES: CARACTERIZAÇÃO DO COMPARTILHAMENTO DE INFRAESTRUTURA, PROBLEMAS E DESAFIOS NO BRASIL"
77,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=1226&Itemid=68,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,QUEM SOMOS
78,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=177:quem-e-quem&catid=120:presidencia&Itemid=68,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,QUEM É QUEM
79,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=1246&Itemid=68,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,BIBLIOTECA
80,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=1266&Itemid=68,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,LIVRARIA
81,https://portalantigo.ipea.gov.br/portal/index.php?option=com_alphacontent&view=alphacontent&Itemid=357,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,PUBLICAÇÕES
82,https://portalantigo.ipea.gov.br/portal/index.php?option=com_alphacontent&view=alphacontent&Itemid=66,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,AGENDA DE AUTORIDADES
83,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=section&layout=blog&id=77&Itemid=443,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,AGENDA DE EVENTOS
84,https://portalantigo.ipea.gov.br/portal/../etica/,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,COMISSÃO DE ÉTICA
85,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=112&catid=120&Itemid=2,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,GABINETE
86,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=14087&catid=154&Itemid=70,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,ASTEC
87,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=152&catid=118&Itemid=4,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,DINTE
88,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=149&catid=119&Itemid=7,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,DIRUR
89,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=23255&Itemid=5,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,BOLSAS
90,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=37483,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,CARGOS EM COMISSÃO
91,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=23256&Itemid=5,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,CONSULTORIAS
92,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=23257&Itemid=5,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,APOIO A EVENTOS
93,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=1563&Itemid=5,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,ESTÁGIO
94,http://www.mestradoprofissional.gov.br,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,MESTRADO PROFISSIONAL
95,https://portalantigo.ipea.gov.br/portal/index.php/?option=com_content&view=article&id=29504&Itemid=5,,Radar - 2022 - Abril - Nº 69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39153,CONTRATAÇÕES EM ANDAMENTO
