titulo,tipo,data_publicacao,fonte,link
DP 0017 - Linkages and Economic Development: The Case of Brazil Reconsidered,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24999
DP 0022 - Regional Wage Differences and Segmentation in Brazil's Urban Labor Markets,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24992
DP 0020 - Size and Functional Income Distribution in Brazil: Some Puzzles,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24996
DP 0021 - Temporal Stability of Regional Wage Differentials in Brazil,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24995
"DP 0019 - Trend, Seasonality and Seasonal Adjustment",Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24997
DP 0018 - On the Empirical Content of the Formal-informal Labor Market Segmentation Hypothesis,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24998
DP 0016 - Industrial Policies and Multinational Enterprises in Latin America,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25000
DP 0015 - Surplus Labor and Industrialization,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25001
DP 0014 - Testing for First Order Serial Correlation in Temporally Aggregated Regression Models,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25002
DP 0013 - The Demand for Money in Brazil Revisited,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25003
DP 0012 - Optimal Foreign Borrowing in a Multisector Dynamic Equilibrium Model: a Case Study for Brazil,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25004
"DP 0011 - Foreign Direct Investment in Brazil: its Role, Regulation and Performance",Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25005
DP 0010 - Interrelationships Among Input Costs and Product Prices: Notes on the Empirical Use of a Price Input-output Model,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25006
"DP 0009 - Changing International Investment Strategies: The ""New Forms"" of Foreign Investment in Brazil",Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25007
"DP 0008 - Nominal Export Incentives and Effective Export Promotion Estimates for Brazil, 1980-81",Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25008
"DP 0007 - Indexation, Monetary Accomodation and Inflation in Brazil",Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25009
DP 0006 - Coffee Policy and Currency Devaluation in the 1930's,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25010
DP 0005 - Growth and Export Expansion in Developing Countries: Some Empirical Evidence,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25011
DP 0004 - On the Measurement of Protection for Developing Countries,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25012
DP 0003 - Recent Effective Tariff Protection for Brazil,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25013
DP 0002 - A Memorandum on the Anti-export Bias in Commercial Policies and Export Performance: the Recent Brazilian Experience,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25014
DP 0001 - A Macroeconometric Policy Model for Brazil,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25015
DP 0205 - A Complexity Approach for Public Policies,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25070
DP 0206 - University-enterprise Interaction in Brazil: The Role of the Public Research Infrastructure,Discussion Paper (Todos anos),01/01/2015,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25369
TD 2019 - Complexidade: Uma Revisão dos Clássicos,TDs (todos os anos),29/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24272
TD 2019a - Complexity: A Review of The Classics,TDs (todos os anos),29/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24273
TD 2018 - Regras Fiscais no Brasil e na Europa: Um Estudo Comparativo e Propositivo,TDs (todos os anos),25/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24281
TD 2017 - Dois anos de Bolsa Verde: Seria a Meta Alcançável?,TDs (todos os anos),22/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24268
TD 2016 - Os Parques Proletários e os Subúrbios do Rio de Janeiro: Aspectos da Política Governamental Para as Favelas Entre as Décadas de 1930 e 1960,TDs (todos os anos),22/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24267
Federalismo Sul-Americano,Livros (todos os anos),21/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=27452
Repensando a Cooperação Internacional para o Desenvolvimento,Livros (todos os anos),19/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24257
"Competitividade da Engenharia de Projetos nos Setores de Petróleo e Gás, Aeronáutico, Naval e de Infraestrutura de Transporte",Livros (todos os anos),19/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24256
Linhas Gerais de um Planejamento Participativo para o Programa Cultura Viva,Livros (todos os anos),19/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24255
Evolução recente das políticas monetárias e cambial e do mercado de crédito no Brasil,Livros (todos os anos),19/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24254
Carta de Conjuntura - 2014 - Dezembro - nº 25,Carta de Conjuntura,19/12/2014,Dimac,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24253
TD 2015 - Cadeias Globais de Valor e Implicações para a Formulação de Políticas,TDs (todos os anos),17/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24247
Rede de Pesquisa Formação e Mercado de Trabalho - Volume III,Livros (todos os anos),16/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24231
Rede de Pesquisa Formação e Mercado de Trabalho - Volume V,Livros (todos os anos),16/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24234
Rede de Pesquisa Formação e Mercado de Trabalho - Volume VI,Livros (todos os anos),16/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24235
Rede de Pesquisa Formação e Mercado de Trabalho - Volume IV,Livros (todos os anos),16/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24233
Rede de Pesquisa Formação e Mercado de Trabalho - Volume II,Livros (todos os anos),16/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24232
Rede de Pesquisa Formação e Mercado de Trabalho - Volume I,Livros (todos os anos),16/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24229
TD 2013 - Política Industrial e Empresas Estatais no Brasil: BNDES e Petrobras,TDs (todos os anos),16/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24230
TD 2014 - Investimentos na Infraestrutura de Transportes: Avaliação do Período 2002-2013 e Perspectivas para 2014-2016,TDs (todos os anos),16/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24236
TD 2012 - Distribuição de Aglomerados Subnormais na Rede Urbana e nas Grandes Regiões Brasileiras,TDs (todos os anos),16/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24227
Radar - 2014 - Dezembro - nº 36,Radar,16/12/2014,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24224
Pesquisa de satisfação dos beneficiários do Programa Minha Casa Minha Vida,Livros (todos os anos),12/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24184
"Boletim Regional, Urbano e Ambiental nº 10, Julho/Dezembro 2014",Boletim Regional,11/12/2014,Dirur,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24179
TD 2011 - Estimação das Tabelas Auxiliares de Impostos e Margens da Matriz de Insumo-Produto com Mínima Perda de Informação: Algoritmo Raws,TDs (todos os anos),11/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24177
"Boletim Regional, Urbano e Ambiental nº 9, Janeiro/Junho 2014",Boletim Regional,11/12/2014,Dirur,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24178
Nota Técnica - 2014 - Número 23 - Diset - Comportamento Produtivo da Indústria Brasileira no Terceiro Trimestre de 2014,Notas Técnicas,10/12/2014,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24174
TD 2009 - Favelização no Brasil Entre 2000 e 2010: Resultados de Uma Classificação Comparável,TDs (todos os anos),08/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24161
"Brasil em Desenvolvimento 2014 - Estado, Planejamento e Políticas Públicas - Volume 2",Livros (todos os anos),08/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24160
"Brasil em Desenvolvimento 2014 - Estado, Planejamento e Políticas Públicas - Volume 1",Livros (todos os anos),08/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24159
TD 2010 - A Sociedade Civil Brasileira e a Cooperação Sul-Sul Para o Desenvolvimento: O Caso do Viva Rio no Haiti,TDs (todos os anos),05/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24132
Situação social da população negra por estado,Livros (todos os anos),03/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24121
TD 2008 - Exportações e Desempenho das Firmas: Uma Revisão Bibliográfica,TDs (todos os anos),03/12/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24122
Boletim de Pessoal nº 6 - 26 de fevereiro de 2014,Publicações,28/11/2014,Dides,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24062
Atlas do Desenvolvimento Humano nas Regiões Metropolitanas Brasileiras,Livros (todos os anos),25/11/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24037
Relatos e estudos de caso da gestão metropolitana no Brasil,Livros (todos os anos),24/11/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24032
"Funções públicas de interesse comum nas metrópoles brasileiras: transportes, saneamento básico e uso do solo",Livros (todos os anos),24/11/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24031
Produtividade no Brasil: desempenho e determinantes – Vol. 1 – Desempenho,Livros (todos os anos),20/11/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23986
Produtividade no Brasil,Publicações,20/11/2014,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23862
Avaliação de Políticas Públicas no Brasil: uma análise de seus impactos regionais Vol. 2,Livros (todos os anos),19/11/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23980
Avaliação de Políticas Públicas no Brasil: uma análise de seus impactos regionais Vol. 1,Livros (todos os anos),19/11/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23979
Avaliação de Políticas Públicas no Brasil,Publicações,19/11/2014,Dirur,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20698
Novo Regime Demográfico: uma nova relação entre população e desenvolvimento?,Livros (todos os anos),18/11/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23975
Finanças Públicas e Macroeconomia no Brasil: um registro da reflexão do Ipea (2008 - 2014) Vol. 2,Livros (todos os anos),17/11/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23970
Finanças Públicas e Macroeconomia no Brasil: um registro da reflexão do Ipea (2008 - 2014) Vol. 1,Livros (todos os anos),17/11/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23969
"Boletim de Análise Político-Institucional nº 6, novembro 2014",Análise Político-Institucional,17/11/2014,Diest,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23968
"Boletim de Análise Político-Institucional nº 6, novembro 2014",Publicações,17/11/2014,Diest,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20262
Finanças Públicas e Macroeconomia no Brasil,Publicações,17/11/2014,Dimac,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20263
Relatório de Pesquisa - Competitividade e Tributação na Indústria de Construção Naval Brasileira: peso dos tributos sobre preço de navio petroleiro e plataforma offshore,Relatório de Pesquisa,12/11/2014,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23934
"Relatório de Pesquisa do Ipea - Estrutura de Custos, Tributação e Competitividade na Indústria de Construção Naval: Comparando Coreia do Sul, China e Brasil",Relatório de Pesquisa,12/11/2014,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23933
Radar - 2014 - Novembro - nº 35,Radar,05/11/2014,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23861
Revista Desafios do Desenvolvimento - edição 80,Revista Desafios,05/11/2014,Presidência,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23859
O Brasil e Novas Dimensões da Integração Regional,Livros (todos os anos),04/11/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23850
Nota Técnica - 2014 - Número 19 - Disoc - Mudanças nos Principais Indicadores do Mercado de Trabalho Brasileiro: Uma Análise com Base nas PNADs de 2001 a 2013,Notas Técnicas,30/10/2014,Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23806
Carta de Conjuntura - 2014 - Outubro - nº 24,Carta de Conjuntura,16/10/2014,Dimac,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23717
Temas relevantes da agenda federativa - Outubro 2014,Publicações -Temas relevantes da agenda federativa,07/10/2014,Presidência,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23667
Nota Técnica - 2014 - Número 22 - Diset - Comportamento da Indústria Brasileira no Segundo Trimestre de 2014,Notas Técnicas,06/10/2014,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23660
"Boletim Mercado de Trabalho - Conjuntura e Análise nº 57, Agosto 2014",Mercado de Trabalho,06/10/2014,Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23659
Relatório de Pesquisa do Ipea - Governança Metropolitana no Brasil - Caracterização e Quadros de Análise Comparativa da Governança Metropolitana no Brasil: arranjos institucionais de gestão metropolitana (Componente 1) - RIDE/DF e Entorno,Relatório de Pesquisa,06/10/2014,Presidência,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23657
"Boletim de Economia e Política Internacional nº 17, Maio/Agosto 2014",Boletim Internacional,01/10/2014,Dinte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23621
"Políticas Sociais - acompanhamento e análise nº 22, 2014",Políticas Sociais,30/09/2014,Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23602
TD 2007 - Comércio e Protecionismo em Bens Intermediários,TDs (todos os anos),29/09/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23600
TD 2000 - Pesquisas e Propostas,TDs (todos os anos),27/09/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24054
TD 2006 - O Papel da Indústria de Transformação e das Exportações de Manufaturas no Processo de Desenvolvimento dos Países de Renda Média,TDs (todos os anos),26/09/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23578
Nota Técnica - 2014 - Número 18 - Dimac - Estimação das tabelas auxiliares de impostos e margens da Matriz de Insumo-Produto no Brasil,Notas Técnicas,18/09/2014,Dimac,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23524
Nota Técnica - 2014 - Número 17 - Dimac - Método RAWS/RAW para estimação anual da Matriz de Insumo-Produto,Notas Técnicas,18/09/2014,Dimac,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23523
TD 2003 - A dinâmica da Inflação no Brasil,TDs (todos os anos),18/09/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23521
TD 1999a - Political Electoral Cycles and Public Investments in Brasil,TDs (todos os anos),18/09/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23522
TD 2002 - O Efeito China nas Exportações Brasileiras em Terceiros Mercados: Uma Análise do Constant Market Share,TDs (todos os anos),17/09/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23514
TD 2001 - Eficiência Técnica dos Municípios Brasileiros na Educação Pública: Escores Robusto e Fatores Determinantes,TDs (todos os anos),17/09/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23513
TD 2004 - As Relações Econômicas do Brasil Com os Principais Bancos Multilaterais de Desenvolvimento (1990-2012),TDs (todos os anos),17/09/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23515
TD 2005 - Apropriabilidade Tecnológica e Desempenho Exportador das Firmas Brasileiras: Análise Preliminar,TDs (todos os anos),17/09/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23516
Perspectivas para a Integração da América Latina,Livros (todos os anos),10/09/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23451
Desafios à Trajetória Profissional dos Jovens Brasileiros,Livros (todos os anos),05/09/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23414
"Revista Tempo do Mundo, Volume 5, Número 1 - Abril 2013",Tempo do Mundo,03/09/2014,Dinte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23406
Temas relevantes da agenda federativa - Setembro 2014,Publicações -Temas relevantes da agenda federativa,02/09/2014,Presidência,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23400
Temas relevantes da agenda federativa - Agosto 2014,Publicações -Temas relevantes da agenda federativa,02/09/2014,Presidência,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23399
TD 1996 - Uma Análise da Transição dos Jovens Para o Primeiro Emprego no Brasil,TDs (todos os anos),01/09/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23379
TD 1999 - Ciclos Políticos Eleitorais e Investimentos das Administrações Públicas no Brasil,TDs (todos os anos),01/09/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23383
"Relatório de Pesquisa do Ipea - Planejamento, Orçamento e a Promoção da Igualdade Racial: reflexões sobre os planos plurianuais 2004-2007 e 2008-2011",Relatório de Pesquisa,01/09/2014,Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23382
TD 1998 - Participação Social e Conteúdo Estratégico nos PPAS Estaduais,TDs (todos os anos),29/08/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23346
TD 1994 - Multiplicador Local do Emprego: Mesorregiões Brasileiras (2000 - 2010),TDs (todos os anos),26/08/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23333
TD 1995 - Quão Distante é Longe? A Importância da Distância Geográfica Para Fluxos de Conhecimento,TDs (todos os anos),26/08/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23334
TD 1997 - Taxa de Poupança e Consumo no Ciclo da Vida das Famílias Brasileiras: Evidência Microeconômica,TDs (todos os anos),26/08/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23335
Radar - 2014 - Agosto - nº 34,Radar,26/08/2014,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23331
TD 1993 - A Agropecuária na Região Sul: Limitações e Desafios Futuros,TDs (todos os anos),25/08/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23316
TD 1992 - Previdência Social e Desigualdade Regional no Brasil: Uma Abordagem Multiescalar,TDs (todos os anos),25/08/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23317
TD 1991 - Estimativas Trimestrais das Transferências Públicas de Assistência e Previdência no Brasil no Período 1995 - 2012,TDs (todos os anos),25/08/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23318
"Metodologia para o Diagnóstico Social, Econômico e Cultural dos Atingidos por Barragens",Livros (todos os anos),21/08/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23280
Presente e Futuro do Desenvolvimento Brasileiro,Livros (todos os anos),21/08/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23279
TD 1990 - A Agenda Perdida das Compras Públicas: Rumo a Uma Reforma Abrangente da Lei de Licitações e do Arcabouço Institucional,TDs (todos os anos),08/08/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23120
Ressurgimento da Indústria Naval no Brasil (2000-2013),Livros (todos os anos),04/08/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23082
O Financiamento da Cidade Latino-Americana: instrumentos a serviço de um desenvolvimento urbano sustentável,Livros (todos os anos),04/08/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23081
Governos Estaduais no Federalismo Brasileiro: capacidades e limitações governativas em debate,Livros (todos os anos),28/07/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23030
TD 1952a - Agriculture in Brazil´s Southeast Region: Limitations and Future Challenges to Development,TDs (todos os anos),28/07/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23016
TD 1988 - Uma Avaliação do Efeito da Redução da Taxa de Juros Sobre a Alocação de Ativos de Renda Fixa na Previdência Complementar Brasileira,TDs (todos os anos),28/07/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23017
TD 1989 - Securitização de Ativos Públicos Para Financiamento de Projetos de Infraestrutura: O Caso Brasileiro e a Experiência dos Brics,TDs (todos os anos),28/07/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23019
TD 1987 - Vacância Residencial nos Centros Históricos Urbanos: O Caso de São Paulo,TDs (todos os anos),28/07/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23029
TD 1987a - Residential Vacancy in City Center: The Case of São Paulo,TDs (todos os anos),28/07/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23031
TD 1923a - Agriculture in Brazil´s Midwest Region: Limitations and Future Challenges to Development,TDs (todos os anos),25/07/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23015
TD 1986: O Brasil Emergente e os Desafios da Governança global: A Paz Liberal em Questão,TDs (todos os anos),21/07/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=22960
"Revista Tempo do Mundo, Volume 4, Número 3 - Em inglês - Dezembro 2012",Tempo do Mundo,21/07/2014,Dinte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=22953
Carta de Conjuntura - 2014 - Junho - nº 23,Carta de Conjuntura,17/07/2014,Dimac,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=22935
TD 1985 - Mecanismos para Problemas de Ação Coletiva,TDs (todos os anos),17/07/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=22932
Ressurgimento da Indústria Naval no Brasil (2000-2013),Publicações,16/07/2014,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=12344
Radar - 2014 - Julho - nº 33,Radar,15/07/2014,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=22919
O Brasil e Novas Dimensões da Integração Regional,Publicações,10/07/2014,Dinte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=22878
TD 1984 - Gastos com Bens Duráveis no Ciclo da Vida das Famílias Brasileiras,TDs (todos os anos),10/07/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=22877
Os BRICS e seus vizinhos: comércio e acordos regionais,Livros (todos os anos),10/07/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=22868
Os BRICS e seus vizinhos: investimento direto estrangeiro,Livros (todos os anos),10/07/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=22867
Publicações - PPE - volume 44 - número 1,PPE,09/07/2014,Dimac,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=22862
TD 1983 - Uma Proposta de Sistematização do Debate Sobre Falta de Engenheiros no Brasil,TDs (todos os anos),09/07/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=22864
"TD 1981 - Ciclo Econômico, Emprego e Desigualdade",TDs (todos os anos),09/07/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=22861
TD 1982 - Evolução da Formação de Engenheiros e Profissionais Técnico-Científicos no Brasil Entre 2000 e 2012,TDs (todos os anos),09/07/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=22863
TD 1974 - Avaliação dos Impactos Regionais do Programa Nacional de Agricultura Familiar (PRONAF),TDs (todos os anos),03/07/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=22831
TD 1972 - Uma Análise da Heterogeneidade Intrassetorial no Brasil na Última Década,TDs (todos os anos),02/07/2014,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=22830
