titulo,tipo,data_publicacao,fonte,link
DP 0233 - Why So Sluggish? Analyzing the Determinants of Price Adjustments in the Service Sector Using Survey Microdata,Discussion Paper (Todos anos),10/05/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33185
TD 2386 - Efeito Poupa-Terra e Ganhos de Produção no Setor Agropecuário Brasileiro,TDs (todos os anos),10/05/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33186
Reforma tributária - Ipea-OAB/DF,Livros (todos os anos),08/05/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33172
Lições de Experiências Exitosas para Melhorar a Educação em Regiões com Baixos Índices de Desenvolvimento,Relatório Institucional,04/05/2018,Relatório Institucional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33154
PolicySpace : agent-based modeling,Livros (todos os anos),04/05/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33132
"TD 2382 - Dinâmica Econômica, Infraestrutura e Logística no Matopiba",TDs (todos os anos),04/05/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33156
TD 2383 - Os Índices de Confiança Ajudam a Elaborar Previsões Econômicas Confiáveis?,TDs (todos os anos),04/05/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33157
TD 2385 - Sucessão nas Fazendas Familiares: problemas e desafios,TDs (todos os anos),04/05/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33158
"Boletim Mercado de Trabalho - Conjuntura e Análise nº 64, abril 2018",Mercado de Trabalho,02/05/2018,Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33118
TD 2380 - Tributação do Capital no Brasil e no Mundo,TDs (todos os anos),02/05/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33106
Publicações - PPE - volume 48 - número 1,PPE,26/04/2018,Dimac,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33074
MÉTODOS E CONCEITOS PARA O CÁLCULO DO ÍNDICE DE VULNERABILIDADE SOCIAL COM BASE NAS PNADs E DESAGREGAÇÕES,Relatório Institucional,26/04/2018,Relatório Institucional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33073
TD 2379 - Família e Posição de Classe: a socialização familiar pela privação e a socialização familiar protetiva,TDs (todos os anos),26/04/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33077
TD 2384 - Efeitos da Inserção das Disciplinas de filosofia e Sociologia no Ensino Médio Sobre o Desempenho Escolar,TDs (todos os anos),25/04/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33067
Radar - 2018 - Abril- Nº 56,Radar,25/04/2018,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33066
Nota Técnica - 2018 - Abril - Número 22 - Diest - Projeto de Lei nº 6.621/2016 – a proposta de Lei das Agências Reguladoras,Notas Técnicas,25/04/2018,Diest,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33065
TD 2381 - Reflexões Sobre a PEC Nº 287/2016 e suas Alterações: Limites e Possibilidades Para a Carência Mínima Para Aposentadoria Voluntária no regime Geral de Previdência Social,TDs (todos os anos),25/04/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33070
Brasil Metropolitano em foco: Desafios à implementação do Estatuto da Metrópole,Livros (todos os anos),23/04/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32908
Carta de Conjuntura - 2018 - 2º Trimestre - nº 39,Carta de Conjuntura,12/04/2018,Dimac,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32921
Nota Técnica - 2018 - Abril - Número 48 - Disoc - Descrição do Gasto Tributário em Saúde - 2003 a 2015,Notas Técnicas,11/04/2018,Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32920
Desafios da Nação - Volume 01,Livros (todos os anos),11/04/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32753
"Desafios da Nação: artigos de apoio, volume 1",Livros (todos os anos),11/04/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32982
"Desafios da Nação: artigos de apoio, volume 2",Livros (todos os anos),11/04/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32983
Bibliotecário do Século XXI: pensando o seu papel na contemporaneidade,Livros (todos os anos),06/04/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32855
Nota Técnica - 2018 - Abril - Número 42 - Diset - Evolução Produtiva da Indústria Brasileira em 2017,Notas Técnicas,02/04/2018,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32826
TD 2371 - Dinâmica da Inovação: Brasil frente aos países da União Europeia (indícios de 2014),TDs (todos os anos),29/03/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32774
Nota Técnica - 2018 - março - Número 12 - Dinte - O aumento das tarifas norte-americanas de importações de aço e alumínio e seus impactos sobre o Brasil e o mundo,Notas Técnicas,29/03/2018,Dinte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32773
TD 2372 - Escalas da Urbanização Brasileira,TDs (todos os anos),28/03/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32768
"TD 2378 - Modelos de Concessão de Rodovias no Brasil, no México, no Chile, na Colômbia e nos Estados Unidos: evolução histórica e avanços regulatórios",TDs (todos os anos),27/03/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32760
TD 2376 - Integração de Registros Administrativos para Políticas de Proteção Social: contribuições a partir da experiência brasileira,TDs (todos os anos),27/03/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32758
TD 2377 - Mudança Estrutural e Competitividade das Exportações Brasileiras: uma visão de longo prazo,TDs (todos os anos),27/03/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32759
PolicySpace: Modelagem Baseada em Agentes,Livros (todos os anos),26/03/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32743
Avaliação de Políticas Públicas - Guia Prático de Análise Ex Ante - Volume 1,Livros (todos os anos),19/03/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32688
Brasil e o Sistema das Nações Unidas - desafios e oportunidades na governança global,Livros (todos os anos),19/03/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32686
Diálogos sobre os Objetivos de Desenvolvimento Sustentável e os Desafios para a Gestão da Água e do Saneamento no Brasil,Relatório Institucional,15/03/2018,Relatório Institucional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32642
Diálogos sobre los Objetivos de Desarrollo Sostenible y los Desafíos de la Gestión del Agua y del Saneamiento en Brasil,Relatório Institucional,15/03/2018,Relatório Institucional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32641
Dialogues on the Sustainable Development Goals and the Challenges for Water and Sanitation Management in Brazil,Relatório Institucional,15/03/2018,Relatório Institucional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32640
TD 2375 - Radiografia das Transferências Federais para Municípios por Meio do Bloco de Gestão do Fundo Nacional de Saúde (2013-2016),TDs (todos os anos),15/03/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32636
TD 2374 - Base de Dados Sobre Conferências Nacionais e um Ensaio de Análise Lexical por Contexto,TDs (todos os anos),15/03/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32637
TD 2373 - Fluxos de Capitais Para os Países Emergentes: A Visão do FMI,TDs (todos os anos),12/03/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32608
TD 2369 - Sobre a Agricultura Irrigada no Semiárido: Uma Análise Histórica e Atual de Diferentes Opções de Política,TDs (todos os anos),12/03/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32607
Erradicando a Pobreza e Promovendo a Prosperidade em um Mundo em Mudança - Subsídios ao acompanhamento dos Objetivos de Desenvolvimento Sustentável,Relatório Institucional,08/03/2018,Relatório Institucional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32558
Nota Técnica - 2018 - março - Número 41 - Diset - Encomendas tecnológicas no Brasil: Novas possibilidades legais,Notas Técnicas,02/03/2018,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32530
"TD 2368 - Epidemia do Vírus Zika e Microcefalia no Brasil: Emergência, Evolução e Enfrentamento",TDs (todos os anos),01/03/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32492
TD 2367 - Laços na Diversidade: análise da trajetória de construção do movimento social de economia solidária no Brasil,TDs (todos os anos),01/03/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32491
TD 2365 - Previdência e Reposição no Serviço Público Civil Federal do Poder Executivo: microssimulações,TDs (todos os anos),26/02/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32468
Relatório de Pesquisa - A Implementação do Estatuto da Metrópole na Região Metropolitana de Salvador,Relatório de Pesquisa,23/02/2018,Dirur,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32452
TD 2370 - A Digitalização do Mercado de Capitais no Brasil: tendências recentes,TDs (todos os anos),23/02/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32419
TD 2366 - Avaliação do Impacto Econômico Setorial da Banda Larga,TDs (todos os anos),21/02/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32402
Relatório de Pesquisa -Projeto Governança Metropolitana no Brasil - Adequação dos arranjos de governança metropolitana ao estatuto da metrópole e subsídio à elaboração dos planos de desenvolvimento urbano integrado: o caso da RM Grande Vitória,Relatório de Pesquisa,19/02/2018,Dirur,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32386
TD 2363 -Uma Análise econométrica do Programa um Computador por Aluno,TDs (todos os anos),15/02/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32327
Terceirização do Trabalho no Brasil: novas e distintas perspectivas para o debate,Livros (todos os anos),15/02/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32326
Radar - 2018 - Fevereiro - Nº 55,Radar,15/02/2018,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32320
Carta de Conjuntura - 2018 - 1º Trimestre - nº 38,Carta de Conjuntura,08/02/2018,Dimac,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32302
Nota Técnica - 2018 - fevereiro - Número 12 - Dirur – Transporte semiurbano interestadual de passageiros,Notas Técnicas,07/02/2018,Dirur,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32297
"TD 2364 - Vulnerabilidade Social no Brasil: conceitos, métodos e primeiros resultados para municípios e regiões metropolitanas brasileiras",TDs (todos os anos),07/02/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32296
Nota Técnica - 2018 - janeiro - Número 47 - Disoc - O público e o privado no sistema de saúde: Uma apreciação do projeto de Plano de Saúde Acessível,Notas Técnicas,01/02/2018,Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32249
TD 2362 - Resolução dos Conflitos Laborais no Brasil: os papéis desempenhados pela Justiça do Trabalho,TDs (todos os anos),01/02/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32246
TD 2361 - O Campo de Pesquisa da Economia Solidária no Brasil: abordagens metodológicas e dimensões analíticas,TDs (todos os anos),01/02/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32245
TD 2360 - Mobilização Social e Deliberação Participativa na Formação da Agenda Governamental: Uma Análise Processual das Conferências Nacionais de Economia Solidária,TDs (todos os anos),24/01/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32218
"TD 2359 - Núcleo, Centro de Governo, Centro Presidencial, Alto Governo: várias nomenclaturas e uma questão principal",TDs (todos os anos),18/01/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32203
"TD 2358 - Democracia, Políticas Públicas e Instituições de Deliberação Participativa: visões sobre a experiência brasileira",TDs (todos os anos),18/01/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32202
TD 2357 - Impacto da Desoneração da Folha de Pagamento sobre o Emprego: novas evidências,TDs (todos os anos),17/01/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32196
TD 2356 - Evolução do Gasto com Medicamentos do Sistema Único de Saúde no Período de 2010 a 2016,TDs (todos os anos),17/01/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32195
Nota Técnica - 2018 - janeiro - Número 46 - Disoc - As transferências de recursos do Fundo Nacional de Saúde para os fundos estaduais e municipais de saúde em 2016,Notas Técnicas,11/01/2018,Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32186
Publicações - PPP - número 49,PPP,10/01/2018,Dirur,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32180
TD 2349 - Avaliação de Priorizações para Expansão da Rede de Acesso à Banda Larga nos Municípios Brasileiros,TDs (todos os anos),09/01/2018,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32176
Nota Técnica - 2017 - dezembro - Número 40 - Diset - Avaliação da necessidade e da localização de centros de distribuição para medicamentos do Ministério da Saúde,Notas Técnicas,08/01/2018,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32174
Publicações - PPE - volume 47 - número 3,PPE,05/01/2018,Dimac,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32167
TD 2355 - Análise da Rede de Relações e sua Influência nas Políticas Públicas de Turismo,TDs (todos os anos),26/12/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32015
TD 2351 - Determinantes Socioeconômicos da Coabitação Familiar dos Jovens e da Formação de Novos Domicílios no Brasil Urbano,TDs (todos os anos),21/12/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32007
TD 2352 - Reconfigurações da Ação Estatal na Política de Infraestrutura no Período Recente: avanços e limites,TDs (todos os anos),21/12/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32008
TD 2354 - Gastos Ambientais no Brasil: proposta metodológica para aplicação no orçamento federal,TDs (todos os anos),21/12/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32010
TD 2353 - Condicionantes Institucionais à Execução dos Investimentos em Infraestrutura Econômica no Brasil: licenciamento ambiental,TDs (todos os anos),21/12/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32012
"Boletim de Economia e Política Internacional nº 23, Maio/Agosto 2017",Boletim Internacional,19/12/2017,Dinte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31988
"Tempo do Mundo, Volume 3, Número 2 - Julho 2017",Tempo do Mundo,19/12/2017,Dinte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31987
Radar - 2017 - Dezembro - Nº 54,Radar,19/12/2017,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31979
"TD 2350 - A Atual Reforma Trabalhista: possibilidades, problemas e contradições",TDs (todos os anos),18/12/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31975
Programa de Consolidação do Pacto Nacional pela Gestão de Águas (1º ciclo) - Estado de Sergipe,Relatório Institucional,14/12/2017,Relatório Institucional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31919
Programa de Consolidação do Pacto Nacional pela Gestão de Águas (1º ciclo) - Estado de Rondônia,Relatório Institucional,14/12/2017,Relatório Institucional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31918
Programa de Consolidação do Pacto Nacional pela Gestão de Águas (1º ciclo) - Estado do Rio de Janeiro,Relatório Institucional,14/12/2017,Relatório Institucional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31917
Programa de Consolidação do Pacto Nacional pela Gestão de Águas (1º ciclo) - Estado do Paraná,Relatório Institucional,14/12/2017,Relatório Institucional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31916
Programa de Consolidação do Pacto Nacional pela Gestão de Águas (1º ciclo) - Estado do Piauí,Relatório Institucional,14/12/2017,Relatório Institucional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31915
Programa de Consolidação do Pacto Nacional pela Gestão de Águas (1º ciclo) - Estado da Paraíba,Relatório Institucional,14/12/2017,Relatório Institucional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31914
Programa de Consolidação do Pacto Nacional pela Gestão de Águas (1º ciclo) - Estado de Mato Grosso,Relatório Institucional,14/12/2017,Relatório Institucional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31913
Programa de Consolidação do Pacto Nacional pela Gestão de Águas (1º ciclo) - Estado de Goiás,Relatório Institucional,14/12/2017,Relatório Institucional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31912
Programa de Consolidação do Pacto Nacional pela Gestão de Águas (1º ciclo) - Estado de Alagoas,Relatório Institucional,14/12/2017,Relatório Institucional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31911
A política comercial brasileira em análise,Livros (todos os anos),14/12/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31742
Nota Técnica - 2017 - dezembro - Número 45 - Disoc - Os Efeitos do Envelhecimento na Previdência Social Brasileira e as Aposentadorias Precoces,Notas Técnicas,11/12/2017,Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31834
Atlas do Desenvolvimento Humano nas Regiões Metropolitanas Brasileiras,Livros (todos os anos),11/12/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31874
Nota Técnica - 2017 - dezembro - Número 39 - Diset - Desempenho Produtivo da Indústria Brasileira no Terceiro Trimestre de 2017,Notas Técnicas,06/12/2017,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31835
TD 2348 - O Brasil em 2035: tendências e incertezas para a área social,TDs (todos os anos),06/12/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31833
Nota Técnica - 2017 - novembro - Número 44 - Disoc - Fundeb e VAA Mínimo Nacional: Critérios Alternativos e Reflexos Sobre a Complementação da União,Notas Técnicas,23/11/2017,Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31700
Nota Técnica - 2017 - novembro - Número 6 - Presidência - Nova Arquitetura de Dados da ASTEC,Notas Técnicas,23/11/2017,Presidência,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31699
TD 2346 - Produtividade Total dos Fatores Efetiva da Indústria Brasileira 1990-2009,TDs (todos os anos),22/11/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31690
DP 0230 - Inflation Expectations and the Phillips Curve: an encompassing framework,Discussion Paper (Todos anos),22/11/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31691
TD 2347 - Uma Avaliação de Impacto de um Programa de Qualificação Profissional na Empresa sobre a Inserção dos Jovens no Mercado de Trabalho Formal,TDs (todos os anos),22/11/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31692
DP 0229 - The Trade-Off Between Inflation And Economic Activity In Brazil,Discussion Paper (Todos anos),21/11/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31676
DP 0228 - Meaning of Time: legislative duration in the brazilian congress,Discussion Paper (Todos anos),21/11/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31686
Nota Técnica - 2017 - novembro - Número 43 - Disoc - Perfil dos Contribuintes para Previdência Privada,Notas Técnicas,21/11/2017,Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31675
TD 2345 - Fluxos no Mercado de Trabalho e Dinâmica do Desemprego em Diferentes Horizontes Temporais,TDs (todos os anos),20/11/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31674
"Políticas Sociais - acompanhamento e análise nº 25, 2018",Políticas Sociais,17/11/2017,Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31656
Burocracia federal de infraestrutura econômica: reflexões sobre capacidades estatais,Livros (todos os anos),17/11/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31635
O Mercosul e as regiões de fronteira,Livros (todos os anos),13/11/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31481
"Boletim Regional, Urbano e Ambiental nº 17, Julho/Dezembro 2017",Boletim Regional,10/11/2017,Dirur,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31588
TD 2344 - Crescimento do Emprego nas Firmas da Economia Brasileira: resultados por grupos de idade e tamanho,TDs (todos os anos),09/11/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31567
Carta de Conjuntura - 2017 - 4º Trimestre - nº 37,Carta de Conjuntura,06/11/2017,Dimac,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31527
"Políticas de Apoio à Inovação Tecnológica no Brasil: avanços recentes, limitações e propostas de ações",Livros (todos os anos),03/11/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30774
"Cadeias Globais de Valor, Políticas Públicas e Desenvolvimento",Livros (todos os anos),31/10/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31265
"Boletim Mercado de Trabalho - Conjuntura e Análise nº 63, Outubro 2017",Mercado de Trabalho,31/10/2017,Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31396
Programa de Consolidação do Pacto Nacional pela Gestão de Águas: Referencial Básico de Avaliação,Relatório Institucional,27/10/2017,Relatório Institucional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31443
"Características Estruturais do Sistema Financeiro Brasileiro: um registro da reflexão do Ipea no biênio 2014-2015, volume 1",Livros (todos os anos),27/10/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31440
"TD 2343 - Agricultura Familiar, Assistência Técnica e Extensão Rural e a Política Nacional de Ater",TDs (todos os anos),27/10/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31419
TD 2342 - Cobertura e Padrão de Inserção Previdenciária dos Trabalhadores Autônomos no Regime Geral de Previdência Social,TDs (todos os anos),27/10/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31420
TD 2340 - Colegiados Nacionais de Políticas Públicas em Contexto de Mudanças: equipes de apoio e estratégias de sobrevivência,TDs (todos os anos),27/10/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31421
Radar - 2017 - Outubro - Nº 53,Radar,25/10/2017,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31397
"Relatório de Pesquisa - Usos Y Políticas del Cannabis en la Frontera Uruguay-Brasil: Percepciones, moralidades y trayectorias de actores públicos y usuarios de cannabis en las ciudades de Artigas, Rivera, Rio Branco y Chuy",Relatório de Pesquisa,24/10/2017,Diest,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31388
"Boletim de Análise Político-Institucional nº 13, outubro 2017",Análise Político-Institucional,20/10/2017,Diest,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31342
"Boletim de Análise Político-Institucional nº 12, julho - dezembro 2017",Análise Político-Institucional,20/10/2017,Diest,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31345
TD 2341 - O Encontro Entre Douglass North e Celso Furtado em 1961: visões alternativas sobre a economia nordestina,TDs (todos os anos),19/10/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31334
TD 2339 - As Atualizações e a Persistência da Cultura do Estupro no Brasil,TDs (todos os anos),19/10/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31333
Relatório Institucional - Fronteiras do Brasil: uma síntese dos trabalhos da oficina de Brasília,Relatório Institucional,19/10/2017,Relatório Institucional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31340
"Inovação no Setor Público: teoria, tendências e casos no Brasil",Livros (todos os anos),17/10/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31178
Arranjos produtivos locais e desenvolvimento,Livros (todos os anos),10/10/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31254
Nota Técnica - 2017 - outubro - Número 38 - Diset - Desempenho produtivo da indústria brasileira no primeiro semestre de 2017,Notas Técnicas,09/10/2017,Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31246
TD 2335 - O Futuro da Inserção Internacional do Brasil: questões para o desenvolvimento até 2035,TDs (todos os anos),09/10/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31250
DP 0227 - Urban Accessibility and Spatial Segregation in Brazilian Cities: a configurational perspective,Discussion Paper (Todos anos),09/10/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31251
DP 0226 - Housing Demand and Tenure Choice in Brazilian Urban Areas,Discussion Paper (Todos anos),09/10/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31252
TD 2336 - Avaliando o Efeito dos Investimentos em Telecomunicações sobre o PIB,TDs (todos os anos),09/10/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31249
"TD 2338 - O Sistema Nacional de Pesquisa Agropecuária: histórico, estrutura e financiamento",TDs (todos os anos),09/10/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31247
TD 2337 -Brasil 2035: tendências de peso e incertezas para segurança pública,TDs (todos os anos),09/10/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31248
"Boletim de Análise Político-Institucional nº 11, janeiro - junho 2017",Análise Político-Institucional,05/10/2017,Diest,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31207
"TD 2317 - Valor de mercado de acesso a eletricidade, água, esgoto, gás e telefonia fixa",TDs (todos os anos),02/10/2017,IPEA,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31177
