Título,Link,Tipo,Data da Publicação,PDF Links
TD 2778 - O Sistema Tributário da China: Um olhar a Partir do Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39404,Publicações - TDs (todos os anos)/2022,04/07/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2778_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2778.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"Notas da Presidência - 2022 - Julho - Número 10 - Programa Auxílio Brasil: Ampliação da Cobertura, Reajuste do Valor do Benefício e as suas Interações com o Mercado de Trabalho Formal",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39401,Publicações - Notas da Presidência/2022,01/07/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/notas_presidencia/220701_notas_presidencia_gabin_n_10.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Nota Técnica - 2022 - Junho - Número 55 - Dinte - Acessão do Brasil à OCDE: Efeitos Sobre Indicadores Econômicos e o Caminho à Frente,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39388,Publicações - Notas Técnicas/Dinte,29/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220629_nt_dinte_n_55.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Notas da Presidência - 2022 - Junho - Número 09 - Uma Reflexão sobre a Recente Redução da Violência no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39387,Publicações - Notas da Presidência/2022,28/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/notas_presidencia/220628_notas_presidencia_gabin_n_09.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2777 - O Setor de Gás Natural no Brasil: Uma Comparação com os países da OCDE,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39384,Publicações - TDs (todos os anos)/2022,27/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220627_218376_td_2777_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220627_218376_td_2777_web.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2776 - Avaliando a Qualidade dos Serviços de Distribuição de Energia Elétrica no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39383,Publicações - TDs (todos os anos)/2022,27/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220627_218337_td_2776_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220627_218337_td_2776_web.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Nota Técnica - 2021 - Setembro - Número 55 - Diest - Metodologia para a Seleção dos Municípios Participantes do Programa Nacional de Enfrentamento de Homicídios e Roubos,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39379,Publicações - Notas Técnicas/Diest,27/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220627_nt_diest_n55.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2772 - Distribuição Espacial de Características Sociodemográficas e Localização de Empregos e Serviços Públicos Das Vinte Maiores Cidades do Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39374,Publicações - TDs (todos os anos)/2022,24/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2772_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2772.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Notas da Presidência - 2022 - Junho - Número 08 - Reflexões Iniciais sobre os Efeitos Econômicos da Entrada Massiva de Imigrantes Venezuelanos no Estado de Roraima,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39357,Publicações - Notas da Presidência/2022,23/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/notas_presidencia/220623_notas_presidencia_gabin_n_08.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2775 - As Medidas Não Tarifárias Constituem Barreiras ao Comércio? Uma Abordagem Global e Multissetorial.,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39368,Publicações - TDs (todos os anos)/2022,23/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2775_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2775.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Publicação Preliminar - 2022 - Junho - Catálogo de Políticas Públicas: Primeiros Resultados e Hipóteses de Pesquisa,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39367,Publicações - Publicação Preliminar/2022,22/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/pubpreliminar/220622_218888_pub_preliminar_catalogo.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Nota Técnica - 2022 - Junho - Número 98 - Diset - O setor de petróleo no Brasil e os impactos do Projeto de Lei n° 3.178/2019 no pré-sal,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39364,Publicações - Notas Técnicas/Diset,21/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220622_nt_diset_n98_o_setor_de_petroleo.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Notas da Presidência - 2022 - Junho - Número 07 - O Efeito da Covid-19 sobre os Indicadores de Pobreza Brasileiros e as Políticas de Mitigação: Uma Discussão Inicial,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39355,Publicações - Notas da Presidência/2022,20/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/220620_218951_np_gabin_7_efeitodacovid_19_novo.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2774 - Avaliando o Desempenho da Indústria Brasileira,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39351,Publicações - TDs (todos os anos)/2022,15/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220615_218403_td_2774_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220615_218403_td_2774_web.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Notas da Presidência - 2022 - Junho - Número 06 - Os Impactos da Regularização Fundiária Urbana sobre a Desigualdade de Renda Brasileira,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39345,Publicações - Notas da Presidência/2022,14/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/220614_218931_np_gabin_06_web.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Publicação Preliminar - 2022 - Junho - Exportação Virtual de Recursos Hídricos: A Experiência Brasileira com a Produção de Carne Bovina,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39340,Publicações - Publicação Preliminar/2022,13/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/pubpreliminar/220613_nt_camillo.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2769 - Acesso à justiça do trabalho: Antes e depois da reforma trabalhista,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39338,Publicações - TDs (todos os anos)/2022,13/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220613_215209_td_2769_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220613_215209_td_2769_web.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2773 - Quão Fechadas são as Porteiras Ministeriais? Filiações e Fracionamento Partidário na Burocracia Política da Esplanada (1999-2018),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39331,Publicações - TDs (todos os anos)/2022,09/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2773_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2773.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"Technical Note - 2022 - June - Number 01 - Dirur - Agriculture and Livestock, Energy and the Forest-Sparing Effect: an International Comparison",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39328,Publicações - Notas Técnicas/Dirur,09/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220609_tn_dirur_n1.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"Nota Técnica - 2022 - Junho - Número 30 - Dirur - Agricultura e Pecuária, Energia e o Efeito Poupa-Florestas: Um Comparativo Internacional",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39327,Publicações - Notas Técnicas/Dirur,09/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220609_218835_nt_dirur30__web_novo.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Notas da Presidência - 2022 - Junho - Número 05 - Consolidação Fiscal e Crescimento Econômico: Uma Reflexão sobre o Brasil Pós-2020,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39324,Publicações - Notas da Presidência/2022,08/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/notas_presidencia/220608_218864_np_gabin5_web.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2771 - Metodologias de Avaliação e Análise de Impacto: Abordagens e Aplicações no Âmbito da Regulação Urbana,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39323,Publicações - TDs (todos os anos)/2022,07/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2771_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2771.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Nota Técnica - 2022 - Junho - Número 04 - Dides - A conta de estabilização de peços de combustíveis e a disponibilidade de recursos à sua estruturação: O projeto de Lei nº 1.472/2021 em discussão,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39320,Publicações - Notas Técnicas/Dides,06/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220606_218549_nt_dides04_web.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Nota Técnica - 2022 - Junho - Número 29 - Dirur - Indicadores de produtividade e sustentabilidade do setor agropecuário brasileiro,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39319,Publicações - Notas Técnicas/Dirur,06/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220606_218402_nt_dirur29_web.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Nota Técnica - 2022 - Junho - Número 05 - Dides - Remuneração dos depósitos voluntários e seus efeitos sobre a dívida pública: quando o conceito faz (toda) diferença,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39318,Publicações - Notas Técnicas/Dides,06/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220606_218307_nt_dides05_web.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Notas da Presidência - 2022 - Junho - Número 04 - Acessão do Brasil à OCDE: Impactos Econômicos Esperados,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39313,Publicações - Notas da Presidência/2022,03/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/notas_presidencia/220603_notas_presidencia_gabin_n_04.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2764 - Produtividade total dos fatores na agricultura - Brasil e Países Selecionados,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39308,Publicações - TDs (todos os anos)/2022,02/06/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220602_td_2764_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220602_td_2764.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Publicação Preliminar - 2022 - Maio - Presença de militares em cargos e funções comissionados do Executivo Federal,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39298,Publicações - Publicação Preliminar/2022,31/05/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/pubpreliminar/220530_publicacao_preliminar_presenca_de_militares_em_cargos_novo.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Publicação Preliminar - 2022 - Maio - Risco Regulatório e Estimativa do Impacto Financeiro Potencial do PDL 94/2022 nos Investimentos em Infraestrutura,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39301,Publicações - Publicação Preliminar/2022,31/05/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/pubpreliminar/220531_publicacao_preliminar_nt_risco_regulatorio_e_estimativa.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Notas da Presidência - 2022 - Maio - Número 03 - Modernização do Setor Elétrico: Redução da Tarifa de Energia e seus Rebatimentos Sobre o Crescimento Econômico Regional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39293,Publicações - Notas da Presidência/2022,30/05/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/notas_presidencia/220530_notas_presidencia_gabin_n_03.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2768 - Minerais estratégicos e críticos: Uma visão internacional e da política mineral brasileira,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39283,Publicações - TDs (todos os anos)/2022,26/05/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220526_217116_td_2768_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220526_217116_td_2768_web.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Notas da Presidência - 2022 - Maio - Número 02 - Redução das Tarifas de Importação e seus Efeitos Sobre o Bem-Estar Econômico,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39282,Publicações - Notas da Presidência/2022,26/05/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/notas_presidencia/220526_notas_presidencia_gabin_n_02.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Publicação Preliminar - 2022 - Maio - Governança Orçamentária no Brasil - A relação entre avaliação e orçamento e o papel do conselho de monitoramento e avaliação de políticas públicas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39276,Publicações - Publicação Preliminar/2022,25/05/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/pubpreliminar/220525_publicacao_preliminar_governanca_orcamentaria_no_brasil_cap_03.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Publicação Preliminar - 2022 - Maio - Governança Orçamentária no Brasil - O crescente protagonismo do Tribunal de Contas da União na Governança Orçamentária na década de 2010,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39275,Publicações - Publicação Preliminar/2022,25/05/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/pubpreliminar/220525_publicacao_preliminar_governanca_orcamentaria_no_brasil_cap_02.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Publicação Preliminar - 2022 - Maio - Governança Orçamentária no Brasil - Orçamento sem cidadania: Impedimentos à participação e controle social no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39274,Publicações - Publicação Preliminar/2022,25/05/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/pubpreliminar/220525_publicacao_preliminar_governanca_orcamentaria_no_brasil_cap_01.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Publicação Preliminar - 2022 - Maio - Caminhos do desmonte de políticas no Brasil: Condicionantes e hipóteses,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39272,Publicações - Publicação Preliminar/2022,24/05/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/pubpreliminar/220524_pub_preliminar_218760_aminhos_do_desmonte.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Nota Técnica - 2022 - Maio - Número 03 - Dides - Por dentro da caixa preta: Explorando as peculiaridades das emendas parlamentares do Relator-Geral,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39268,Publicações - Notas Técnicas/Dides,24/05/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220524_218179_nt_dides_%2003_web_novo.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Nota Técnica - 2022 - Maio - Número 28 - Dirur - Reformando o setor elétrico brasileiro: Uma aproximação com os países da OCDE,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39265,Publicações - Notas Técnicas/Dirur,24/05/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220523_218555_nt_dirur_28_web.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Policy Brief - Em Questão - Evidências para políticas públicas - INCLUA - Plataforma de recursos Pró-Equidade em políticas públicas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39264,Boletim - Em Questão/2022,23/05/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/em_questao/220523_pb14_inclua_versaodivulgacao.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"Boletim Regional, Urbano e Ambiental nº 26, Julho/Dez de 2021",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39259,Publicações - Boletim Regional/Dirur,20/05/2022,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_brua26_book.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_nota_editor.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_artigo1.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_artigo2.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_artigo3.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_artigo4.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_artigo5.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_artigo6.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_artigo7.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_artigo8.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_artigo9.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_nota_opiniao_presidente.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_nota_pesquisa.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_indicador_regional.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_brua26_indicadores_federativos.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_indicador_ambiental.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
