link_orig,pdf_link,info
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39401,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/notas_presidencia/220701_notas_presidencia_gabin_n_10.pdf,"Programa Auxílio Brasil: Ampliação da Cobertura, Reajuste do Valor do Benefício e as suas Interações com o Mercado de Trabalho Formal"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39388,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220629_nt_dinte_n_55.pdf,Acessão do Brasil à OCDE: Efeitos Sobre Indicadores Econômicos e o Caminho à Frente
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39387,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/notas_presidencia/220628_notas_presidencia_gabin_n_09.pdf,Uma Reflexão sobre a Recente Redução da Violência no Brasil
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39384,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220627_218376_td_2777_sumex.pdf,"Maria Bernadete G. P. Sarmiento Gutierrez / Brasília, Junho de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39384,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220627_218376_td_2777_web.pdf,"Maria Bernadete G. P. Sarmiento Gutierrez / Brasília, Junho de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39383,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220627_218337_td_2776_sumex.pdf,"Mário Jorge Mendonça, Amaro Olímpio Pereira Jr., José Francisco M. Pessanha, Luis Alberto Medrano e Marlon Max H. Bellido / Brasília, Junho de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39383,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220627_218337_td_2776_web.pdf,"Mário Jorge Mendonça, Amaro Olímpio Pereira Jr., José Francisco M. Pessanha, Luis Alberto Medrano e Marlon Max H. Bellido / Brasília, Junho de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39379,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220627_nt_diest_n55.pdf,Metodologia para a Seleção dos Municípios Participantes do Programa Nacional de Enfrentamento de Homicídios e Roubos
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39374,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2772_sumex.pdf,"Rafael H. M. Pereira, Daniel Herszenhut, Carlos Kauê Vieira Braga, João Pedro Bazzo, João Lucas Albuquerque Oliveira, João Pedro Parga, Marcus Saraiva, Luiz Pedro Silva, Diego Bogado Tomasiello, Lucas Warwar / Brasília, junho de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39374,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2772.pdf,"Rafael H. M. Pereira, Daniel Herszenhut, Carlos Kauê Vieira Braga, João Pedro Bazzo, João Lucas Albuquerque Oliveira, João Pedro Parga, Marcus Saraiva, Luiz Pedro Silva, Diego Bogado Tomasiello, Lucas Warwar / Brasília, junho de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39357,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/notas_presidencia/220623_notas_presidencia_gabin_n_08.pdf,Reflexões Iniciais sobre os Efeitos Econômicos da Entrada Massiva de Imigrantes Venezuelanos no Estado de Roraima
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39368,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2775_sumex.pdf,"Flavio Lyrio Carneiro, Marcelo José Braga Nonnenberg, Mateus de Azevedo, Gerlane Gonçalves de Andrade, Michelle Márcia, Viana Martins, Scarlett Queen Almeida Bispo, João Vitor Borges da Silva, Fernanda de Araújo Pedrosa / Brasília, junho de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39368,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2775.pdf,"Flavio Lyrio Carneiro, Marcelo José Braga Nonnenberg, Mateus de Azevedo, Gerlane Gonçalves de Andrade, Michelle Márcia, Viana Martins, Scarlett Queen Almeida Bispo, João Vitor Borges da Silva, Fernanda de Araújo Pedrosa / Brasília, junho de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39367,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/pubpreliminar/220622_218888_pub_preliminar_catalogo.pdf,Publicação Preliminar - 2022 - Junho
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39364,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220622_nt_diset_n98_o_setor_de_petroleo.pdf,O setor de petróleo no Brasil e os impactos do Projeto de Lei n° 3.178/2019 no pré-sal
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39355,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/220620_218951_np_gabin_7_efeitodacovid_19_novo.pdf,O Efeito da Covid-19 sobre os Indicadores de Pobreza Brasileiros e as Políticas de Mitigação: Uma Discussão Inicial
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39351,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220615_218403_td_2774_sumex.pdf,"Márcio Jorge Mendonça, Rodrigo M. Pereira, Beatriz Pinna e Luis Alberto Medrano / Brasília, Junho de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39351,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220615_218403_td_2774_web.pdf,"Márcio Jorge Mendonça, Rodrigo M. Pereira, Beatriz Pinna e Luis Alberto Medrano / Brasília, Junho de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39345,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/220614_218931_np_gabin_06_web.pdf,Os Impactos da Regularização Fundiária Urbana sobre a Desigualdade de Renda Brasileira
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39340,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/pubpreliminar/220613_nt_camillo.pdf,Publicação Preliminar - 2022 - Junho
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39338,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220613_215209_td_2769_sumex.pdf,"Alexandre dos Santos Cunha, Paulo Eduardo Alves da Silva, Adriana Avelar Alves, Carla Rodrigue Costa de Araújo, Danielle Zoega Rosim, Ana Flavia Lopes de Moraes Toller, Gustavo Lima de Paula e Victor Dantas de Maio Martinez / Brasília, Junho de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39338,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220613_215209_td_2769_web.pdf,"Alexandre dos Santos Cunha, Paulo Eduardo Alves da Silva, Adriana Avelar Alves, Carla Rodrigue Costa de Araújo, Danielle Zoega Rosim, Ana Flavia Lopes de Moraes Toller, Gustavo Lima de Paula e Victor Dantas de Maio Martinez / Brasília, Junho de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39331,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2773_sumex.pdf,"Felix Lopez e Thiago Moreira / Rio de Janeiro, Junho de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39331,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2773.pdf,"Felix Lopez e Thiago Moreira / Rio de Janeiro, Junho de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39328,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220609_tn_dirur_n1.pdf,"Agriculture and Livestock, Energy and the Forest-Sparing Effect: an International Comparison"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39327,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220609_218835_nt_dirur30__web_novo.pdf,"Agricultura e Pecuária, Energia e o Efeito Poupa-Florestas: Um Comparativo Internacional"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39324,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/notas_presidencia/220608_218864_np_gabin5_web.pdf,Consolidação Fiscal e Crescimento Econômico: Uma Reflexão sobre o Brasil Pós-2020
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39323,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2771_sumex.pdf,"Luiz Felipe Monteiro Seixas e Nilo Luiz Saccaro Junior / Rio de Janeiro, Junho de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39323,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2771.pdf,"Luiz Felipe Monteiro Seixas e Nilo Luiz Saccaro Junior / Rio de Janeiro, Junho de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39320,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220606_218549_nt_dides04_web.pdf,A conta de estabilização de peços de combustíveis e a disponibilidade de recursos à sua estruturação: O projeto de Lei nº 1.472/2021 em discussão
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39319,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220606_218402_nt_dirur29_web.pdf,Indicadores de produtividade e sustentabilidade do setor agropecuário brasileiro
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39318,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220606_218307_nt_dides05_web.pdf,Remuneração dos depósitos voluntários e seus efeitos sobre a dívida pública: quando o conceito faz (toda) diferença
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39313,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/notas_presidencia/220603_notas_presidencia_gabin_n_04.pdf,Acessão do Brasil à OCDE: Impactos Econômicos Esperados
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39308,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220602_td_2764_sumex.pdf,"José Garcia Gasques, Eliana Teles Bastos, Mirian Rumenos Piedade Bacchi e José Eustáquio Ribeiro Vieira Filho / Brasília, Maio de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39308,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220602_td_2764.pdf,"José Garcia Gasques, Eliana Teles Bastos, Mirian Rumenos Piedade Bacchi e José Eustáquio Ribeiro Vieira Filho / Brasília, Maio de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39298,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/pubpreliminar/220530_publicacao_preliminar_presenca_de_militares_em_cargos_novo.pdf,Publicação Preliminar - 2022 - Maio
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39301,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/pubpreliminar/220531_publicacao_preliminar_nt_risco_regulatorio_e_estimativa.pdf,Publicação Preliminar - 2022 - Maio
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39293,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/notas_presidencia/220530_notas_presidencia_gabin_n_03.pdf,Modernização do Setor Elétrico: Redução da Tarifa de Energia e seus Rebatimentos Sobre o Crescimento Econômico Regional
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39283,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220526_217116_td_2768_sumex.pdf,"Fernando Ferreira de Castro, Carlos Cesar Peiter e Geraldo Sandoval Góes / Brasília, Maio de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39283,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220526_217116_td_2768_web.pdf,"Fernando Ferreira de Castro, Carlos Cesar Peiter e Geraldo Sandoval Góes / Brasília, Maio de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39282,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/notas_presidencia/220526_notas_presidencia_gabin_n_02.pdf,Redução das Tarifas de Importação e seus Efeitos Sobre o Bem-Estar Econômico
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39276,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/pubpreliminar/220525_publicacao_preliminar_governanca_orcamentaria_no_brasil_cap_03.pdf,Publicação Preliminar - 2022 - Maio
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39275,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/pubpreliminar/220525_publicacao_preliminar_governanca_orcamentaria_no_brasil_cap_02.pdf,Publicação Preliminar - 2022 - Maio
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39274,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/pubpreliminar/220525_publicacao_preliminar_governanca_orcamentaria_no_brasil_cap_01.pdf,Publicação Preliminar - 2022 - Maio
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39272,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/pubpreliminar/220524_pub_preliminar_218760_aminhos_do_desmonte.pdf,Publicação Preliminar - 2022 - Maio
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39268,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220524_218179_nt_dides_%2003_web_novo.pdf,Por dentro da caixa preta: Explorando as peculiaridades das emendas parlamentares do Relator-Geral
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39265,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220523_218555_nt_dirur_28_web.pdf,Reformando o setor elétrico brasileiro: Uma aproximação com os países da OCDE
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39264,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/em_questao/220523_pb14_inclua_versaodivulgacao.pdf,Policy Brief - Em Questão - Evidências para políticas públicas
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39259,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_brua26_book.pdf,
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39259,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_nota_editor.pdf,
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39259,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_artigo1.pdf,
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39259,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_artigo2.pdf,
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39259,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_artigo3.pdf,
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39259,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_artigo4.pdf,
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39259,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_artigo5.pdf,
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39259,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_artigo6.pdf,
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39259,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_artigo7.pdf,
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39259,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_artigo8.pdf,
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39259,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_artigo9.pdf,
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39259,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_nota_opiniao_presidente.pdf,
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39259,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_nota_pesquisa.pdf,
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39259,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_indicador_regional.pdf,
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39259,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_brua26_indicadores_federativos.pdf,
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39259,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/218388_bru_26_indicador_ambiental.pdf,
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39254,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_268_sumex.pdf,"Tulio Chiarini e Victo José da Silva Neto / Brasilia, May 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39254,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_268.pdf,"Tulio Chiarini e Victo José da Silva Neto / Brasilia, May 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39251,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/pubpreliminar/220519_publicacao_preliminar_218724_nt_analise_preliminar_selecao.pdf,Publicação Preliminar - 2022 - Maio
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39248,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220518_218180_td_2767_sumex.pdf,"Carlos Kaue Vieira Braga, Diego Bogado Tomasiello, Daniel Herszenhut, João Lucas Albuquerque Oliveira e Rafael Henrique Moraes Pereira / Brasília, Maio de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39248,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220518_218180_td_2767_web.pdf,"Carlos Kaue Vieira Braga, Diego Bogado Tomasiello, Daniel Herszenhut, João Lucas Albuquerque Oliveira e Rafael Henrique Moraes Pereira / Brasília, Maio de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39243,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/220517_218228_bepi_32_book.pdf,SUMÁRIO
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39243,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/220517_218228_bepi32_apresentacao.pdf,SUMÁRIO
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39243,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/220517_218228_bepi32_artigo1.pdf,SUMÁRIO
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39243,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/220517_218228_bepi32_artigo2.pdf,SUMÁRIO
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39243,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/220517_218228_bepi32_artigo3.pdf,SUMÁRIO
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39243,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/220517_218228_bepi32_artigo4.pdf,SUMÁRIO
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39243,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/220517_218228_bepi32_artigo5.pdf,SUMÁRIO
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39242,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/pubpreliminar/220516_71203_publicacao_preliminar_lassance_analise_ex_ante_guia_metodologica.pdf,Publicação Preliminar - 2022 - Maio
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39233,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220513_td_2766_sumex.pdf,"Marcelo Guedes Pecly e Rafael Igrejas / Rio de Janeiro, Maio de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39233,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/220513_td_2766.pdf,"Marcelo Guedes Pecly e Rafael Igrejas / Rio de Janeiro, Maio de 2022"
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39227,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/220510_62_nt_disoc_101_web.pdf,Gasto social com crianças e adolescentes: Descrição metodológica
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220330_cc_54_nota_33_atividade_economica.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220324_cc_54_nota_29_icti_jan_22.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220323_nota31_consumo_aparente_bens_industriais.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220318_nota%2027_fbcf.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220304_cc_54_nota_19_fbcf.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220303_cc_54_nota_18_indice_custo_dezembro.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220223_cc_54_nota_16_consumo_fev23.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/nota_10_icti_novembro21.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220131_cc_54_nota_9_fbcf.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220126_cc_54_nota_8_consumo_aparente_de_bens_industriais.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/210119_cc_54_nota_5_estoques_de_capital.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220116_cc_54_nota_3_inflacao_faixa_renda.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220106_icti.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220331_cc_54_nota_34_visao_geral.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220317_nota_25_boletim_expectativa.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220315_cc_nota_22_guerra_da_ucrania.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220224_cc_54_nota_17_economia_mundial.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220204_cc_54_nota_11_boletim_de_expectativas_fevereiro_22.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220322_cc_54_nota_28_pib_agro.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220303_nota_20_pib.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220328_cc_54_nota_32_mercado_de_trabalho.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220318_cc_54_nota_26_gap_teletrabalho.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220314_cc_54_nota_21_rendimentos_do_trabalho.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=39222,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/conjuntura/220127_cc_54_nota_7_cultura.pdf,Carta de Conjuntura - 2022 - 1º Trimestre - nº 54
