,Data de Criação,Categoria,Organizadores,Link do PDF,Título do Livro,Link
99,04/05/2018 15:06,PolicySpace : agent,,/portal/images/stories/PDFs/livros/livros/180504_livro_policy_space_ingles.pdf,based modeling,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33132
100,23/04/2018 16:19,Brasil Metropolitano em foco: Desafios à implementação do Estatuto da Metrópole,,/portal/images/stories/PDFs/livros/livros/180410_brasil_metropolitano_em_foco.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32908
101,11/04/2018 11:00,Desafios da Nação,,/portal/images/stories/PDFs/livros/livros/180327_desafios_da_nacao.pdf,Volume 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32753
102,11/04/2018 11:00,"Desafios da Nação: artigos de apoio, volume 1",,/portal/images/stories/PDFs/livros/livros/180327_desafios_da_nacao_apoio_vol1.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32982
103,11/04/2018 11:00,"Desafios da Nação: artigos de apoio, volume 2",,/portal/images/stories/PDFs/livros/livros/180327_desafios_da_nacao_apoio_vol2.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32983
104,06/04/2018 13:40,Bibliotecário do Século XXI: pensando o seu papel na contemporaneidade,,/portal/images/stories/PDFs/livros/livros/180406_bibliotecario_do_sec_XXI.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32855
105,26/03/2018 14:38,PolicySpace: Modelagem Baseada em Agentes,,/portal/images/stories/PDFs/livros/livros/180326_policy_space.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32743
106,19/03/2018 17:07,Avaliação de Políticas Públicas,,/portal/images/stories/PDFs/livros/livros/180319_avaliacao_de_politicas_publicas.pdf,Guia Prático de AnáliseEx Ante- Volume 1,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32688
107,19/03/2018 15:20,Brasil e o Sistema das Nações Unidas,,/portal/images/stories/PDFs/livros/livros/180319_brasil_e_o_sistema_das_nacoes_unidas.pdf,desafios e oportunidades na governança global,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32686
108,15/02/2018 08:56,Terceirização do Trabalho no Brasil: novas e distintas perspectivas para o debate,,/portal/images/stories/PDFs/livros/livros/180215_terceirizacao_do_trabalho_no_brasil_novas_e_distintas_perspectivas_para_o_debate.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32326
109,14/12/2017 00:00,A política comercial brasileira em análise,,/portal/images/stories/PDFs/livros/livros/171129_livro_politica_comercial.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31742
110,11/12/2017 08:05,Atlas do Desenvolvimento Humano nas Regiões Metropolitanas Brasileiras,,/portal/images/stories/PDFs/livros/livros/171208_livro_atlas_idhm_desenvolvimento_humano.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31874
111,17/11/2017 15:30,Burocracia federal de infraestrutura econômica: reflexões sobre capacidades estatais,,/portal/images/stories/PDFs/livros/livros/171117_livro_burocracia_federal_de_Infraestrutura_economica.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31635
112,13/11/2017 00:00,O Mercosul e as regiões de fronteira,,/portal/images/stories/PDFs/livros/livros/171101_livro_mercosul.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31481
113,03/11/2017 00:00,"Políticas de Apoio à Inovação Tecnológica no Brasil: avanços recentes, limitações e propostas de ações",,/portal/images/stories/PDFs/livros/livros/171103_politicas_de_apoio_a_inovacao.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30774
114,31/10/2017 14:00,"Cadeias Globais de Valor, Políticas Públicas e Desenvolvimento",,/portal/images/stories/PDFs/livros/livros/171011_cadeias_globais.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31265
115,27/10/2017 16:11,Características estruturais do sistema financeiro brasileiro: um registro da reflexão do Ipea no biênio 2014,,/portal/images/stories/PDFs/livros/livros/171027_caracteristicas_estruturais.pdf,"2015, volume 1",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31440
116,17/10/2017 08:00,"Inovação no Setor Público: teoria, tendências e casos no Brasil",,/portal/images/stories/PDFs/livros/livros/171002_inovacao_no_setor_publico.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31178
117,10/10/2017 11:04,Arranjos produtivos locais e desenvolvimento,,/portal/images/stories/PDFs/livros/livros/171010_livro_arranjos_produtivos.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31254
118,26/09/2017 14:30,Refúgio no Brasil: caracterização dos perfis sociodemográficos dos refugiados (1998,,/portal/images/stories/PDFs/livros/livros/170829_Refugio_no_Brasil.pdf,2014),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30866
119,05/09/2017 00:00,A Política Nacional de Agroecologia e Produção Orgânica no Brasil,,/portal/images/stories/PDFs/livros/livros/144174_politica-nacional_WEB.PDF,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30805
120,04/09/2017 11:26,Uso do tempo e gênero,,/portal/images/stories/PDFs/livros/livros/170904_uso_do_tempo_e_genero.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30896
121,25/07/2017 10:58,As Políticas Territoriais Rurais e a Articulação Governo Federal e Estadual: um estudo de caso da Bahia,,/portal/images/stories/PDFs/livros/livros/170725_livro_as politicas_territoriais_rurais.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30545
122,17/07/2017 16:06,Territórios em números: insumos para políticas públicas a partir da análise do IDHM e do IVS de UDHs e regiões metropolitanas brasileiras,"Bárbara Oliveira Marguti, Marco Aurélio Costa e Carlos Vinícius da Silva Pinto / Brasília, 2017",/portal/images/stories/PDFs/livros/livros/170828_livro_territorios_numeros_insumos_politicas_publicas_2.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30508
123,17/07/2017 14:54,Territórios em números: insumos para políticas públicas a partir da análise do IDHM e do IVS de municípios e Unidades da Federação brasileira,"Bárbara Oliveira Marguti, Marco Aurélio Costa e Carlos Vinícius da Silva Pinto / Brasília, 2017",/portal/images/stories/PDFs/livros/livros/170828_territorios_em_numeros_1.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30506
124,05/07/2017 10:00,Políticas de inovação pelo lado da demanda no Brasil,,/portal/images/stories/PDFs/livros/livros/20170705_politicas_de_inovacao.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30404
125,28/06/2017 09:00,Fronteiras do Brasil: diagnóstico e agenda de pesquisa para política pública,,/portal/images/stories/PDFs/livros/livros/170628_fronteiras_do_brasil_volume2.pdf,Volume 2,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30037
126,27/06/2017 16:48,"Tributação no Brasil: estudos, ideias e propostas",,/portal/images/stories/PDFs/livros/livros/170512_livro_tributacao.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30040
127,26/06/2017 17:11,,,/portal/images/stories/PDFs/livros/livros/livro_braziliancooperation_ingles2011-2013.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30412
128,19/06/2017 14:23,Licenciamento Ambiental e Governança Territorial: registros e contribuições do seminário internacional,,/portal/images/stories/PDFs/livros/livros/170619_livro_licenciamento_ambiental.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30344
129,24/05/2017 15:40,,,/portal/images/stories/PDFs/livros/livros/170606_brasil_2035_cenarios_para_desenvolvimento.PDF,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30156
130,24/05/2017 15:40,Brasil 2035 cenários para o desenvolvimento,,/portal/images/stories/PDFs/livros/livros/170606_brasil_2035_cenarios_para_desenvolvimento.PDF,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30156
131,10/05/2017 10:30,Desenvolvimento Humano para Além das Médias,,/portal/images/stories/PDFs/livros/livros/170510_desenvolvimento_humano_para_alem_das_medias.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30025
132,04/04/2017 15:20,Agricultura e indústria no Brasil: inovação e competitividade,,/portal/images/stories/PDFs/livros/livros/170626_livro_agricultura_no_brasil.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=29768
133,15/02/2017 08:01,Avaliação de Políticas Públicas no Brasil: uma análise da Política Nacional de Desenvolvimento Regional (PNDR),,/portal/images/stories/PDFs/livros/livros/170215_livro_avalicao_politicas_publicas_brasil_vol3.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=29421
134,13/02/2017 16:22,,"Aristides Monteiro Neto, César Nunes de Castro e Carlos Antonio Brandão/Brasília, 2017",/portal/images/stories/PDFs/livros/livros/20170213_livro_desenvolvimentoregional.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=29412
135,13/02/2017 16:22,Desenvolvimento Regional no Brasil,,/portal/images/stories/PDFs/livros/livros/20170213_livro_desenvolvimentoregional.pdf,"Políticas, estratégias e perspectivas",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=29412
136,31/01/2017 08:00,Biblioteca do Século XXI: desafios e perspectivas,,/portal/images/stories/PDFs/livros/livros/170105_biblioteca_do_seculo_21.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=29215
137,26/01/2017 13:52,,,/portal/images/stories/PDFs/livros/livros/170126_livro_s1601337_pt.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=29304
138,26/01/2017 13:52,Avaliação do Fundo Clima,,/portal/images/stories/PDFs/livros/livros/170126_livro_s1601337_pt.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=29304
139,07/12/2016 09:00,Jovens universitários em um mundo em transformação: uma pesquisa sino,SUMÁRIO,/portal/images/stories/PDFs/livros/livros/160715_livro_jovens_universitarios.pdf,brasileira,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28162
140,08/11/2016 07:45,"Participação, conflitos e intervenções urbanas: contribuições à Habitat III",,/portal/images/stories/PDFs/livros/livros/161108_livro_democracia_participacao_conflitos_virtual_cegov_2016.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28902
141,06/10/2016 11:00,Política nacional do idoso : velhas e novas questões,,/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos.PDF,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28693
142,05/10/2016 13:52,"The geopolitics of cities : old challenges, new issues",,/portal/images/stories/PDFs/livros/livros/161005_geopolitics.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28689
143,05/10/2016 13:40,"Geopolítica das cidades: velhos desafios, novos problemas",,/portal/images/stories/PDFs/livros/livros/161005_a_geopolitica.PDF,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28688
144,20/09/2016 14:32,O Estatuto da Cidade e a Habitat III : um balanço de quinze anos da política urbana no Brasil e a nova agenda urbana,,/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28583
145,15/09/2016 15:05,Cooperação Brasileira para o Desenvolvimento Internacional: 2011,,/portal/images/stories/PDFs/livros/livros/161017_livro_cobradi_2011_2013.pdf,2013,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28542
146,05/09/2016 16:26,Eixos de estruturação da transformação urbana: inovação e avaliação em São Paulo,,/portal/images/stories/PDFs/livros/livros/160905_livro_eixos_de_estruturacao.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28493
147,05/09/2016 14:51,City and Movement,,/portal/images/stories/PDFs/livros/livros/160905_livro_city_and_movement.pdf,Mobilities and Interactions in Urban Development,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28492
148,05/09/2016 10:13,Cidade e Movimento,,/portal/images/stories/PDFs/livros/livros/160905_livro_cidade_movimento.pdf,Mobilidades e Interações no Desenvolvimento Urbano,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28489
149,12/08/2016 14:36,Mudanças no código florestal brasileiro: desafios para a implementação da nova lei,,/portal/images/stories/PDFs/livros/livros/160812_livro_mudancas_codigo_florestal_brasileiro.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28358
150,05/08/2016 08:55,O ribeirinho e seu território tradicional: regularização fundiária em terras da União,,/portal/images/stories/PDFs/livros/livros/160805_cartilha_spu.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28299
151,25/07/2016 08:48,"Agricultura, transformação produtiva e sustentabilidade",,/portal/images/stories/PDFs/livros/livros/160725_agricultura_transformacao_produtiva.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28219
152,19/07/2016 15:02,"Governança Ambiental no Brasil: instituições, atores e políticas públicas",,/portal/images/stories/PDFs/livros/livros/160719_governanca_ambiental.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28192
153,18/07/2016 11:29,Caracterização e Tipologia de Assentamentos Precários: estudos de caso brasileiros,SUMÁRIO,/portal/images/stories/PDFs/livros/livros/160718_caracterizacao_tipologia.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28182
154,06/07/2016 13:08,Mapeamento da Base Industrial de Defesa,,/portal/images/stories/PDFs/livros/livros/160706_livro_mapeamento_defesa.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28101
155,23/06/2016 15:58,A Função Socioambiental do Patrimônio da União na Amazônia,,/portal/images/stories/PDFs/livros/livros/160623_livro_funcao_socioambiental.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=27998
156,14/06/2016 15:30,Instituições participativas no âmbito da segurança pública : programas impulsionados por instituições policiais,,/portal/images/stories/PDFs/livros/livros/160614_livro_inst_partic_ambito_seg_pub.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=27958
157,25/05/2016 12:58,,,/portal/images/stories/PDFs/livros/livros/160525_livro_ouvidoria.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=27811
158,09/05/2016 17:52,Vida Social e Política nas Favelas,,/portal/images/stories/PDFs/livros/Livro_VidaSocial_WEB.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=27708
159,18/04/2016 14:39,,,/portal/images/stories/PDFs/livros/160513_livro_dimensoes.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=27571
160,12/04/2016 16:14,,,/portal/images/stories/PDFs/livros/livros/160413_report_habitat_iii.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=27539
161,31/03/2016 17:33,,,/portal/images/stories/PDFs/livros/livros/20160331_livro-idhm.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=27464
162,31/03/2016 11:59,,,/portal/images/stories/PDFs/livros/livros/160331_livro_catadores.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=27461
163,22/03/2016 16:34,,,/portal/images/stories/PDFs/livros/livro_capacidades.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=27410
164,15/03/2016 13:48,,,/portal/images/stories/PDFs/livros/livros/160315_livro_quarenta_anos_etanol.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=27354
165,03/03/2016 09:50,,,/portal/images/stories/PDFs/livros/livros/160408_relatorio_habitat_iii.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=27266
166,02/03/2016 15:12,,,/portal/images/stories/PDFs/livros/livros/160404_livro_experiencias.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=27263
167,24/02/2016 08:37,,,/portal/images/stories/PDFs/livros/livros/livro_sistemas_setoriais.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=27203
168,08/12/2015 11:59,,,/portal/images/stories/PDFs/livros/livros/livro-pnud-coletanea-artigos.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26898
169,08/12/2015 11:59,Prêmio Atlas do Desenvolvimento Humano no Brasil: coletânea de artigos,,/portal/images/stories/PDFs/livros/livros/livro-pnud-coletanea-artigos.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26898
170,20/11/2015 15:54,Violência e Segurança Pública em 2023: cenários exploratórios e planejamento prospectivo,,/portal/images/stories/PDFs/livros/livros/151211_livro_violencia_seguranca.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26752
171,20/11/2015 11:20,,,/portal/images/stories/PDFs/livros/livros/bd_2015_web.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26731
172,11/11/2015 15:41,,,/portal/images/stories/PDFs/livros/livros/151218_livro_economia_brasilera.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26661
173,11/11/2015 15:41,Economia brasileira no período 1987,,/portal/images/stories/PDFs/livros/livros/151218_livro_economia_brasilera.pdf,2013Relatos e interpretações da análise de conjuntura no Ipea,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26661
174,04/11/2015 07:27,Towards a long,,/portal/images/stories/PDFs/livros/livros/151104_brics_long_term_strategy.pdf,term strategy for BRICS: A proposal by the BRICS Think Tanks Council,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26590
175,19/10/2015 17:16,,,/portal/images/stories/PDFs/livros/livros/livro_6jornada.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26496
176,14/10/2015 12:14,Megatendências Mundiais 2030: O que entidades e personalidades internacionais pensam sobre o futuro do mundo?,"Elaine C. Marcial (Organizadora)/ Brasília, 2015",/portal/images/stories/PDFs/livros/livros/151013_megatendencias_mundiais_2030.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26450
177,08/10/2015 16:12,,,/portal/images/stories/PDFs/livros/livros/160530_livro_planejamento_brasil_sec_xxi.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26424
178,08/10/2015 16:12,Planejamento Brasil Século XXI: inovação institucional e refundação administrativa,,/portal/images/stories/PDFs/livros/livros/160530_livro_planejamento_brasil_sec_xxi.pdf,elementos para o pensar e o agir,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26424
179,05/10/2015 14:10,Atlas da  Vulnerabilidade Social nas Regiões Metropolitanas Brasileiras,,/portal/images/stories/PDFs/151008_atlas_regioes_metropolitanas_brasileiras.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26406
180,29/09/2015 09:17,,,/portal/images/stories/PDFs/livros/livros/150831_livro_produtividade_v2.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26104
181,18/09/2015 15:07,China em Transformação Dimensões Econômicas e Geopolíticas do Desenvolvimento,,/portal/images/stories/PDFs/livros/livros/150918_livro_china_em_transformacao.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26244
182,14/09/2015 15:13,,,/portal/images/stories/PDFs/livros/livros/150914_livro_cargos_confianca.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26222
183,08/09/2015 00:00,,,/portal/images/stories/PDFs/livros/livros/livro-ppa-2012-2015-vol3.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26171
184,08/09/2015 00:00,PPA 2012,,/portal/images/stories/PDFs/livros/livros/livro-ppa-2012-2015-vol3.pdf,2015 - A Experiência Subnacional de Planejamento no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26171
185,01/09/2015 09:23,,,/portal/images/stories/PDFs/livros/livros/151022_atlas_da_vulnerabilidade.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26118
186,31/08/2015 12:43,,,/portal/images/stories/PDFs/livros/livros/150831_amazonia_e_atlantico_sul_web.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26107
187,30/07/2015 14:56,,,/portal/images/stories/PDFs/150730_livro_capacidades_governativas.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25869
188,27/07/2015 10:18,,,/portal/images/stories/PDFs/150727_livro_modelagem_sistemas.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25860
189,27/07/2015 09:56,,,/portal/images/stories/PDFs/150727_livro_modeling_complex_systems_public_policies.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25858
190,,,,/portal/images/stories/PDFs/atlasdodesenvolvimentohumanorms.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25729
191,,O Direito à Água como Política Pública na América Latina: uma exploração teórica e empírica,,/portal/images/stories/PDFs/livros/livros/150505_web_o_direito_a_agua.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25137
192,27/04/2015 11:21,O regime de câmbio flutuante no Brasil 1999,,/portal/images/stories/PDFs/livros/livros/150427_o_regime_de_cambio_flutuante.pdf,2012: especificidades e dilemas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25133
193,15/04/2015 13:07,,,/portal/images/stories/PDFs/livros/livros/20150415_livro_dinamica_macrossetorial.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25098
194,15/04/2015 12:25,,,/portal/images/stories/PDFs/livros/livros/20150415_livro_insercao-externa.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25097
195,16/03/2015 13:05,,,/portal/images/stories/PDFs/livros/livros/capacidades_governativas.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24777
196,26/02/2015 13:10,,,/portal/images/stories/PDFs/livros/livros/livro_ppa_vol_1_web.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24567
197,26/02/2015 13:10,Planejamento e Avaliação de Políticas Públicas,,/portal/images/stories/PDFs/livros/livros/livro_ppa_vol_1_web.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24567
198,25/02/2015 10:35,,,/portal/images/stories/PDFs/livros/livros/150302_web_estudos_da_coordenacao.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24549
199,25/02/2015 10:25,,,/portal/images/stories/PDFs/livros/livros/livro_ppa_vol_2_web.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24547
200,25/02/2015 10:25,PPA 2012,,/portal/images/stories/PDFs/livros/livros/livro_ppa_vol_2_web.pdf,2015 - Experimentalismo Institucional e Resistência Burocrática,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24547
201,16/01/2015 09:57,,,/portal/images/stories/PDFs/livros/livros/livro_catedras_patrono_brasil_web.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24312
202,,,,/portal/images/stories/PDFs/livros/livros/livro_forum_brics.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24280
203,21/12/2014 07:47,,,/portal/images/stories/PDFs/livros/livros/160330_livro_federalismo_sul_americano.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=27452
204,19/12/2014 11:00,,,/portal/images/stories/PDFs/livros/livros/repensando_a_cooperacao_web.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24257
205,19/12/2014 10:53,,,/portal/images/stories/PDFs/livros/livros/os004_competitividade_da_engenharia_web.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24256
206,19/12/2014 10:51,,,/portal/images/stories/PDFs/livros/livros/book_web_redesenho_programa_cultura_viva.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24255
207,19/12/2014 10:41,,,/portal/images/stories/PDFs/livros/livros/livro_evolucao_recente_web.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24254
208,16/12/2014 14:18,,,/portal/images/stories/PDFs/livros/livros/abdi-ipea-volume3.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24231
209,16/12/2014 14:17,,,/portal/images/stories/PDFs/livros/livros/abdi-ipea-volume5.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24234
210,16/12/2014 14:17,,,/portal/images/stories/PDFs/livros/livros/abdi-ipea-volume6.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24235
211,16/12/2014 14:17,,,/portal/images/stories/PDFs/livros/livros/abdi-ipea-volume4.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24233
212,16/12/2014 14:17,,,/portal/images/stories/PDFs/livros/livros/abdi-ipea-volume2.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24232
213,16/12/2014 13:42,,,/portal/images/stories/PDFs/livros/livros/abdi-ipea-volume1.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24229
214,12/12/2014 00:00,,,/portal/images/stories/PDFs/livros/livros/150514_pesquisa_de_satisfacao.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24184
215,08/12/2014 11:32,,,/portal/images/stories/PDFs/livros/livros/web_bd_vol2.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24160
216,08/12/2014 11:03,,,/portal/images/stories/PDFs/livros/livros/web_bd_vol1.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24159
217,03/12/2014 13:50,Situação social da população negra por estado,"Valor: R$ 10,00",/portal/images/stories/PDFs/livros/livros/livro_situacao-social-populacao-negra.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24121
218,,,,/portal/images/stories/PDFs/livros/livros/141125_atlas_prefacio,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24037
219,,,,/portal/images/stories/PDFs/livros/livros/livro_governanca_vol3.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24032
220,,,,/portal/images/stories/PDFs/livros/livros/livro_governanca_vol2.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24031
221,,,,/portal/images/stories/PDFs/livros/livros/livro_produtividade_no_brasil.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23986
222,,,,/portal/images/stories/PDFs/livros/livros/livro_avaliacao_politicas_2.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23980
223,,,,/portal/images/stories/PDFs/livros/livros/livro_avaliacao_politicas_1.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=23979
